timestamp,appliance,duration_hrs,room,power_usage_kWh,estimated_cost,outside_temperature,day,exceeds_threshold
2025-04-28 00:00:00,Heater,4,Living Room,9.55,57.3,10,Monday,True
2025-06-24 21:00:00,Light,3,Kitchen,0.42,2.52,35,Tuesday,False
2025-07-19 17:00:00,Light,3,Bedroom,0.3,1.8,35,Saturday,False
2025-05-09 07:00:00,TV,2,Bathroom,2.58,15.48,24,Friday,True
2025-06-18 03:00:00,AC,1,Dining Room,2.86,17.16,42,Wednesday,False
2025-06-23 12:00:00,Washing Machine,3,Kitchen,3.2,19.2,30,Monday,False
2025-07-14 01:00:00,TV,4,Bedroom,5.03,30.18,34,Monday,True
2025-06-18 16:00:00,Dishwasher,3,Dining Room,4.5,27.0,23,Wednesday,True
2025-05-27 14:00:00,Light,3,Bathroom,0.46,2.76,26,Tuesday,False
2025-05-15 01:00:00,Microwave,4,Kitchen,2.41,14.46,28,Thursday,True
2025-07-15 18:00:00,Refrigerator,1,Bathroom,0.78,4.68,5,Tuesday,False
2025-04-21 18:00:00,Refrigerator,1,Bedroom,0.9,5.4,7,Monday,False
2025-06-05 03:00:00,Microwave,1,Bathroom,0.73,4.38,33,Thursday,False
2025-05-31 16:00:00,Light,6,Bedroom,0.35,2.1,30,Saturday,False
2025-06-18 00:00:00,Fan,1,Bedroom,0.48,2.88,29,Wednesday,False
2025-06-29 08:00:00,Light,5,Dining Room,0.52,3.12,30,Sunday,False
2025-05-06 09:00:00,Microwave,4,Laundry Room,2.65,15.9,32,Tuesday,True
2025-07-16 14:00:00,Light,1,Bedroom,0.09,0.54,30,Wednesday,False
2025-06-08 07:00:00,TV,5,Dining Room,5.16,30.96,34,Sunday,True
2025-06-21 00:00:00,Refrigerator,3,Bedroom,2.79,16.74,5,Saturday,True
2025-06-21 09:00:00,Microwave,5,Living Room,3.27,19.62,23,Saturday,True
2025-07-09 08:00:00,Microwave,1,Laundry Room,0.3,1.8,33,Wednesday,False
2025-05-06 13:00:00,Light,3,Dining Room,0.54,3.24,24,Tuesday,False
2025-05-03 23:00:00,Washing Machine,3,Living Room,4.38,26.28,21,Saturday,True
2025-06-20 00:00:00,Fan,3,Dining Room,0.49,2.94,24,Friday,False
2025-05-12 14:00:00,Light,1,Living Room,0.07,0.42,33,Monday,False
2025-05-03 17:00:00,Light,2,Kitchen,0.3,1.8,26,Saturday,False
2025-05-23 16:00:00,Dishwasher,6,Kitchen,7.12,42.72,22,Friday,True
2025-04-18 00:00:00,Heater,3,Laundry Room,4.75,28.5,16,Friday,False
2025-07-01 04:00:00,Oven,4,Bedroom,11.97,71.82,161,Tuesday,True
2025-05-08 22:00:00,Light,6,Bedroom,1.16,6.96,20,Thursday,True
2025-06-24 08:00:00,Light,1,Kitchen,0.17,1.02,22,Tuesday,False
2025-07-08 00:00:00,Washing Machine,5,Dining Room,6.28,37.68,26,Tuesday,True
2025-04-24 01:00:00,AC,4,Living Room,12.82,76.92,34,Thursday,True
2025-06-27 12:00:00,Microwave,3,Bathroom,1.56,9.36,25,Friday,False
2025-07-12 13:00:00,Microwave,4,Bathroom,1.54,9.24,32,Saturday,False
2025-06-10 05:00:00,Oven,6,Bathroom,15.75,94.5,129,Tuesday,True
2025-07-11 11:00:00,Microwave,2,Bedroom,1.48,8.88,21,Friday,False
2025-07-17 11:00:00,Oven,6,Living Room,15.67,94.02,239,Thursday,True
2025-06-03 17:00:00,AC,5,Bedroom,14.3,85.8,30,Tuesday,True
2025-05-05 22:00:00,Refrigerator,6,Bedroom,4.78,28.68,8,Monday,True
2025-06-20 14:00:00,Heater,2,Bathroom,4.98,29.88,11,Friday,False
2025-04-24 21:00:00,AC,6,Laundry Room,18.07,108.42,31,Thursday,True
2025-07-17 20:00:00,Dishwasher,5,Living Room,6.51,39.06,44,Thursday,True
2025-06-27 03:00:00,AC,1,Bedroom,3.36,20.16,42,Friday,False
2025-05-19 20:00:00,Refrigerator,4,Laundry Room,3.5,21.0,6,Monday,True
2025-06-10 00:00:00,Heater,5,Laundry Room,8.41,50.46,14,Tuesday,True
2025-05-28 14:00:00,Heater,6,Living Room,10.27,61.62,15,Wednesday,True
2025-06-20 20:00:00,Fan,6,Bathroom,2.29,13.74,35,Friday,True
2025-06-14 18:00:00,Refrigerator,4,Bedroom,3.8,22.8,7,Saturday,True
2025-07-20 12:00:00,Washing Machine,6,Dining Room,10.19,61.14,28,Sunday,True
2025-05-17 17:00:00,Washing Machine,5,Kitchen,6.19,37.14,32,Saturday,True
2025-07-01 00:00:00,Dishwasher,6,Bathroom,8.08,48.48,44,Tuesday,True
2025-04-18 23:00:00,Washing Machine,5,Bedroom,8.02,48.12,40,Friday,True
2025-04-21 22:00:00,Oven,5,Living Room,11.07,66.42,101,Monday,True
2025-07-05 03:00:00,Microwave,2,Kitchen,1.57,9.42,25,Saturday,False
2025-06-02 01:00:00,Dishwasher,5,Bathroom,6.95,41.7,41,Monday,True
2025-05-06 05:00:00,Washing Machine,3,Bedroom,4.82,28.92,31,Tuesday,True
2025-06-26 00:00:00,Light,4,Bathroom,0.58,3.48,33,Thursday,False
2025-05-26 17:00:00,Oven,6,Kitchen,13.63,81.78,199,Monday,True
2025-06-15 23:00:00,Light,1,Kitchen,0.18,1.08,24,Sunday,False
2025-05-28 11:00:00,TV,1,Laundry Room,1.16,6.96,25,Wednesday,False
2025-04-21 06:00:00,TV,3,Dining Room,1.63,9.78,33,Monday,False
2025-07-06 16:00:00,Dishwasher,2,Bedroom,2.34,14.04,20,Sunday,False
2025-06-24 03:00:00,TV,4,Living Room,5.97,35.82,28,Tuesday,True
2025-05-27 20:00:00,TV,4,Laundry Room,5.82,34.92,21,Tuesday,True
2025-05-23 12:00:00,Microwave,6,Bathroom,2.79,16.74,21,Friday,True
2025-06-14 01:00:00,Heater,2,Bathroom,4.73,28.38,18,Saturday,False
2025-05-19 05:00:00,TV,1,Kitchen,1.36,8.16,24,Monday,False
2025-07-12 11:00:00,Washing Machine,5,Living Room,8.99,53.94,24,Saturday,True
2025-07-11 03:00:00,Microwave,4,Living Room,2.23,13.38,34,Friday,True
2025-05-05 06:00:00,Washing Machine,5,Bedroom,8.51,51.06,30,Monday,True
2025-05-07 11:00:00,Fan,2,Kitchen,0.29,1.74,28,Wednesday,False
2025-05-31 13:00:00,Heater,6,Laundry Room,12.36,74.16,17,Saturday,True
2025-07-27 19:00:00,Refrigerator,1,Living Room,0.84,5.04,5,Sunday,False
2025-06-28 11:00:00,Dishwasher,4,Bathroom,5.53,33.18,29,Saturday,True
2025-05-14 13:00:00,AC,2,Bathroom,5.8,34.8,38,Wednesday,False
2025-07-05 14:00:00,AC,3,Bedroom,9.25,55.5,42,Saturday,True
2025-06-07 01:00:00,Heater,5,Laundry Room,8.83,52.98,17,Saturday,True
2025-05-16 08:00:00,Microwave,6,Laundry Room,2.96,17.76,20,Friday,True
2025-05-07 16:00:00,Heater,3,Dining Room,4.71,28.26,19,Wednesday,False
2025-07-22 05:00:00,Microwave,6,Bathroom,5.57,33.42,31,Tuesday,True
2025-05-24 17:00:00,Dishwasher,3,Bedroom,3.71,22.26,40,Saturday,True
2025-05-05 18:00:00,Fan,6,Bathroom,1.16,6.96,24,Monday,True
2025-06-18 13:00:00,Fan,4,Bathroom,1.57,9.42,26,Wednesday,True
2025-06-28 09:00:00,Washing Machine,3,Bedroom,5.99,35.94,21,Saturday,True
2025-07-20 07:00:00,TV,3,Laundry Room,1.69,10.14,32,Sunday,False
2025-04-26 07:00:00,Heater,2,Bedroom,4.06,24.36,11,Saturday,False
2025-06-28 19:00:00,Oven,5,Bathroom,10.59,63.54,146,Saturday,True
2025-05-10 23:00:00,Light,2,Laundry Room,0.24,1.44,30,Saturday,False
2025-05-31 19:00:00,Fan,3,Kitchen,1.46,8.76,21,Saturday,True
2025-05-23 22:00:00,Microwave,2,Bedroom,1.49,8.94,33,Friday,False
2025-05-27 18:00:00,Heater,6,Living Room,10.84,65.04,19,Tuesday,True
2025-05-08 21:00:00,Heater,3,Living Room,5.09,30.54,14,Thursday,False
2025-07-08 08:00:00,Heater,3,Bathroom,7.36,44.16,12,Tuesday,True
2025-05-10 03:00:00,Fan,1,Living Room,0.41,2.46,25,Saturday,False
2025-06-26 13:00:00,Heater,4,Kitchen,7.91,47.46,14,Thursday,True
2025-06-22 20:00:00,AC,5,Bedroom,13.53,81.18,30,Sunday,True
2025-06-16 02:00:00,Microwave,3,Bathroom,2.54,15.24,22,Monday,True
2025-06-07 10:00:00,Washing Machine,4,Bedroom,5.49,32.94,29,Saturday,True
2025-05-16 07:00:00,Microwave,6,Laundry Room,2.5,15.0,22,Friday,True
2025-05-23 06:00:00,Washing Machine,4,Dining Room,7.25,43.5,40,Friday,True
2025-06-14 23:00:00,Heater,3,Laundry Room,7.32,43.92,11,Saturday,True
2025-07-05 03:00:00,Light,5,Living Room,0.26,1.56,20,Saturday,False
2025-05-02 22:00:00,Light,3,Dining Room,0.45,2.7,26,Friday,False
2025-07-21 18:00:00,TV,4,Bathroom,5.28,31.68,21,Monday,True
2025-05-06 01:00:00,Light,6,Dining Room,0.36,2.16,25,Tuesday,False
2025-06-10 03:00:00,Washing Machine,1,Dining Room,1.24,7.44,37,Tuesday,False
2025-07-07 07:00:00,Refrigerator,1,Dining Room,0.81,4.86,4,Monday,False
2025-05-28 02:00:00,Washing Machine,5,Bedroom,5.02,30.12,20,Wednesday,True
2025-06-11 09:00:00,Dishwasher,5,Kitchen,7.04,42.24,21,Wednesday,True
2025-06-09 05:00:00,Refrigerator,6,Living Room,4.3,25.8,5,Monday,True
2025-04-28 20:00:00,AC,2,Kitchen,6.61,39.66,37,Monday,False
2025-06-28 10:00:00,Microwave,5,Bathroom,3.94,23.64,29,Saturday,True
2025-06-17 23:00:00,Washing Machine,1,Bathroom,1.61,9.66,36,Tuesday,False
2025-05-29 00:00:00,Refrigerator,2,Kitchen,1.78,10.68,7,Thursday,False
2025-05-23 15:00:00,Washing Machine,3,Kitchen,3.61,21.66,37,Friday,False
2025-07-18 08:00:00,Light,2,Dining Room,0.29,1.74,26,Friday,False
2025-07-12 22:00:00,AC,3,Dining Room,9.95,59.7,32,Saturday,True
2025-05-15 01:00:00,TV,5,Kitchen,4.92,29.52,25,Thursday,True
2025-05-29 03:00:00,Light,6,Kitchen,0.59,3.54,34,Thursday,False
2025-06-06 18:00:00,Dishwasher,2,Living Room,2.18,13.08,39,Friday,False
2025-05-20 22:00:00,Microwave,1,Laundry Room,0.47,2.82,22,Tuesday,False
2025-05-21 10:00:00,Heater,3,Living Room,7.11,42.66,18,Wednesday,True
2025-05-12 09:00:00,TV,4,Bedroom,5.4,32.4,22,Monday,True
2025-05-20 09:00:00,Light,3,Dining Room,0.23,1.38,22,Tuesday,False
2025-07-25 15:00:00,Microwave,1,Kitchen,0.66,3.96,33,Friday,False
2025-04-27 09:00:00,Heater,1,Bedroom,2.27,13.62,18,Sunday,False
2025-04-19 17:00:00,Refrigerator,4,Dining Room,3.62,21.72,4,Saturday,True
2025-07-13 04:00:00,TV,2,Dining Room,1.19,7.14,20,Sunday,False
2025-06-18 05:00:00,TV,1,Bathroom,0.7,4.2,31,Wednesday,False
2025-07-17 04:00:00,Heater,4,Kitchen,6.32,37.92,11,Thursday,True
2025-06-02 07:00:00,Oven,2,Bedroom,5.65,33.9,187,Monday,False
2025-05-22 21:00:00,TV,2,Bedroom,1.02,6.12,34,Thursday,False
2025-06-21 09:00:00,Washing Machine,5,Bathroom,9.98,59.88,21,Saturday,True
2025-05-22 11:00:00,Refrigerator,6,Bedroom,4.74,28.44,7,Thursday,True
2025-07-19 17:00:00,Washing Machine,5,Kitchen,8.41,50.46,34,Saturday,True
2025-06-04 15:00:00,Microwave,5,Dining Room,3.11,18.66,25,Wednesday,True
2025-07-22 05:00:00,TV,1,Dining Room,1.1,6.6,32,Tuesday,False
2025-06-27 14:00:00,AC,1,Bedroom,3.07,18.42,32,Friday,False
2025-07-06 17:00:00,AC,5,Bathroom,15.71,94.26,42,Sunday,True
2025-07-19 20:00:00,Refrigerator,3,Laundry Room,2.31,13.86,7,Saturday,True
2025-06-24 06:00:00,TV,3,Kitchen,3.49,20.94,30,Tuesday,True
2025-05-06 10:00:00,Oven,1,Kitchen,2.11,12.66,122,Tuesday,False
2025-04-19 08:00:00,TV,4,Laundry Room,3.91,23.46,27,Saturday,True
2025-06-20 01:00:00,Washing Machine,1,Kitchen,1.35,8.1,21,Friday,False
2025-05-26 20:00:00,Fan,3,Living Room,0.96,5.76,21,Monday,False
2025-06-08 04:00:00,Washing Machine,5,Living Room,6.68,40.08,31,Sunday,True
2025-04-21 11:00:00,Washing Machine,3,Laundry Room,5.09,30.54,28,Monday,True
2025-05-28 13:00:00,Microwave,5,Living Room,4.6,27.6,28,Wednesday,True
2025-06-07 16:00:00,Oven,5,Bedroom,13.13,78.78,170,Saturday,True
2025-06-15 13:00:00,Microwave,2,Laundry Room,1.81,10.86,28,Sunday,False
2025-05-19 23:00:00,Light,4,Dining Room,0.58,3.48,21,Monday,False
2025-05-02 09:00:00,Dishwasher,3,Dining Room,3.37,20.22,23,Friday,True
2025-07-08 10:00:00,Heater,3,Laundry Room,5.45,32.7,13,Tuesday,False
2025-06-09 05:00:00,AC,6,Dining Room,18.64,111.84,38,Monday,True
2025-04-20 19:00:00,Light,6,Dining Room,1.01,6.06,20,Sunday,True
2025-04-20 04:00:00,TV,5,Dining Room,3.8,22.8,34,Sunday,True
2025-07-12 12:00:00,Refrigerator,1,Living Room,0.75,4.5,7,Saturday,False
2025-04-24 13:00:00,Dishwasher,2,Laundry Room,2.47,14.82,25,Thursday,False
2025-07-08 10:00:00,Refrigerator,1,Living Room,0.61,3.66,7,Tuesday,False
2025-06-02 14:00:00,Fan,4,Laundry Room,0.8,4.8,22,Monday,False
2025-05-15 07:00:00,TV,6,Kitchen,4.53,27.18,25,Thursday,True
2025-06-11 06:00:00,Fan,3,Kitchen,1.25,7.5,22,Wednesday,True
2025-07-03 22:00:00,Refrigerator,4,Kitchen,3.02,18.12,4,Thursday,True
2025-05-24 02:00:00,TV,6,Bathroom,4.08,24.48,30,Saturday,True
2025-07-12 23:00:00,Oven,2,Living Room,5.84,35.04,136,Saturday,False
2025-06-06 23:00:00,Washing Machine,2,Bedroom,3.1,18.6,23,Friday,False
2025-05-18 15:00:00,Microwave,1,Living Room,0.46,2.76,29,Sunday,False
2025-07-13 11:00:00,Microwave,3,Laundry Room,2.42,14.52,23,Sunday,True
2025-06-22 00:00:00,Washing Machine,3,Dining Room,4.18,25.08,34,Sunday,True
2025-07-02 14:00:00,Oven,4,Living Room,7.74,46.44,192,Wednesday,True
2025-06-27 16:00:00,Washing Machine,2,Bedroom,2.19,13.14,20,Friday,False
2025-05-06 19:00:00,AC,2,Living Room,5.76,34.56,42,Tuesday,False
2025-07-03 09:00:00,Heater,2,Kitchen,3.55,21.3,17,Thursday,False
2025-05-02 19:00:00,Fan,1,Dining Room,0.26,1.56,22,Friday,False
2025-05-07 10:00:00,Heater,5,Kitchen,9.94,59.64,16,Wednesday,True
2025-07-22 11:00:00,Light,5,Dining Room,0.95,5.7,33,Tuesday,True
2025-06-29 05:00:00,Microwave,6,Laundry Room,3.59,21.54,30,Sunday,True
2025-05-19 11:00:00,Oven,2,Laundry Room,4.52,27.12,137,Monday,False
2025-07-09 09:00:00,AC,2,Laundry Room,6.81,40.86,38,Wednesday,False
2025-05-14 05:00:00,Fan,6,Dining Room,1.75,10.5,27,Wednesday,True
2025-07-15 22:00:00,AC,3,Bathroom,9.62,57.72,35,Tuesday,True
2025-07-24 19:00:00,Light,2,Living Room,0.34,2.04,35,Thursday,False
2025-05-16 04:00:00,Light,3,Dining Room,0.46,2.76,26,Friday,False
2025-07-18 17:00:00,Fan,4,Living Room,1.16,6.96,24,Friday,True
2025-06-30 22:00:00,Refrigerator,2,Kitchen,1.98,11.88,4,Monday,True
2025-06-07 08:00:00,TV,1,Dining Room,0.74,4.44,22,Saturday,False
2025-06-03 16:00:00,TV,3,Bedroom,4.07,24.42,30,Tuesday,True
2025-06-19 23:00:00,TV,5,Laundry Room,2.77,16.62,32,Thursday,True
2025-06-03 14:00:00,Dishwasher,6,Kitchen,8.94,53.64,40,Tuesday,True
2025-04-25 20:00:00,Fan,2,Laundry Room,0.58,3.48,32,Friday,False
2025-05-21 04:00:00,Oven,5,Living Room,9.27,55.62,206,Wednesday,True
2025-07-01 06:00:00,Fan,6,Living Room,2.81,16.86,32,Tuesday,True
2025-04-30 01:00:00,Washing Machine,1,Bathroom,1.84,11.04,35,Wednesday,False
2025-07-04 20:00:00,Light,2,Dining Room,0.15,0.9,20,Friday,False
2025-06-08 20:00:00,Oven,3,Bathroom,4.57,27.42,185,Sunday,False
2025-04-23 00:00:00,Washing Machine,3,Dining Room,4.82,28.92,23,Wednesday,True
2025-06-13 06:00:00,Light,6,Bedroom,0.61,3.66,21,Friday,True
2025-04-30 10:00:00,Fan,3,Dining Room,0.68,4.08,31,Wednesday,False
2025-06-10 04:00:00,AC,5,Bathroom,15.64,93.84,33,Tuesday,True
2025-05-07 01:00:00,Heater,5,Living Room,9.05,54.3,15,Wednesday,True
2025-07-22 23:00:00,Fan,3,Bedroom,0.53,3.18,34,Tuesday,False
2025-06-15 23:00:00,Oven,5,Kitchen,9.62,57.72,145,Sunday,True
2025-07-26 14:00:00,AC,5,Living Room,12.93,77.58,36,Saturday,True
2025-04-25 17:00:00,Dishwasher,5,Bedroom,5.41,32.46,29,Friday,True
2025-05-21 07:00:00,AC,6,Dining Room,17.16,102.96,39,Wednesday,True
2025-05-14 08:00:00,TV,2,Laundry Room,2.66,15.96,35,Wednesday,True
2025-06-25 20:00:00,TV,6,Living Room,3.14,18.84,23,Wednesday,True
2025-07-20 01:00:00,Light,6,Dining Room,1.12,6.72,31,Sunday,True
2025-05-12 22:00:00,AC,4,Kitchen,12.28,73.68,31,Monday,True
2025-06-28 01:00:00,AC,2,Dining Room,5.31,31.86,39,Saturday,False
2025-04-26 02:00:00,Oven,3,Kitchen,6.59,39.54,239,Saturday,True
2025-06-13 13:00:00,Refrigerator,5,Dining Room,3.25,19.5,6,Friday,True
2025-06-05 03:00:00,Refrigerator,6,Bathroom,5.79,34.74,8,Thursday,True
2025-05-24 19:00:00,Heater,3,Kitchen,5.01,30.06,20,Saturday,False
2025-06-11 10:00:00,AC,4,Kitchen,11.26,67.56,42,Wednesday,True
2025-07-22 22:00:00,AC,4,Living Room,10.36,62.16,40,Tuesday,True
2025-06-05 08:00:00,Fan,6,Kitchen,2.77,16.62,26,Thursday,True
2025-04-19 13:00:00,Microwave,4,Laundry Room,3.01,18.06,26,Saturday,True
2025-07-02 15:00:00,Microwave,5,Living Room,2.91,17.46,27,Wednesday,True
2025-05-10 00:00:00,Fan,3,Kitchen,1.08,6.48,20,Saturday,True
2025-05-08 20:00:00,Washing Machine,3,Kitchen,3.89,23.34,39,Thursday,False
2025-05-17 04:00:00,Dishwasher,3,Bathroom,4.13,24.78,29,Saturday,True
2025-05-15 14:00:00,Oven,5,Laundry Room,13.99,83.94,116,Thursday,True
2025-05-02 07:00:00,Oven,2,Bathroom,4.26,25.56,190,Friday,False
2025-06-29 04:00:00,Fan,2,Laundry Room,0.61,3.66,24,Sunday,False
2025-07-06 22:00:00,Washing Machine,1,Kitchen,1.37,8.22,23,Sunday,False
2025-06-16 06:00:00,Washing Machine,6,Bathroom,9.0,54.0,34,Monday,True
2025-04-24 08:00:00,Fan,2,Bathroom,0.29,1.74,22,Thursday,False
2025-05-09 14:00:00,TV,4,Bathroom,5.49,32.94,29,Friday,True
2025-07-02 18:00:00,AC,3,Bedroom,9.56,57.36,38,Wednesday,True
2025-07-02 10:00:00,TV,5,Bathroom,3.56,21.36,29,Wednesday,True
2025-07-11 18:00:00,Dishwasher,3,Kitchen,3.9,23.4,43,Friday,True
2025-06-04 01:00:00,Light,1,Dining Room,0.16,0.96,35,Wednesday,False
2025-05-17 16:00:00,Heater,5,Bathroom,11.68,70.08,12,Saturday,True
2025-05-26 00:00:00,Washing Machine,5,Dining Room,8.12,48.72,39,Monday,True
2025-05-05 18:00:00,AC,1,Living Room,2.53,15.18,40,Monday,False
2025-06-26 11:00:00,Washing Machine,2,Dining Room,3.93,23.58,39,Thursday,False
2025-05-06 13:00:00,Light,1,Laundry Room,0.05,0.3,21,Tuesday,False
2025-05-20 09:00:00,Dishwasher,2,Dining Room,2.36,14.16,21,Tuesday,False
2025-06-26 06:00:00,Microwave,3,Kitchen,2.53,15.18,26,Thursday,True
2025-06-03 03:00:00,AC,6,Kitchen,20.97,125.82,30,Tuesday,True
2025-07-11 09:00:00,TV,6,Bathroom,6.09,36.54,35,Friday,True
2025-07-18 14:00:00,Microwave,3,Bedroom,1.63,9.78,29,Friday,False
2025-06-09 08:00:00,AC,6,Bathroom,16.21,97.26,41,Monday,True
2025-06-24 07:00:00,Heater,5,Bathroom,9.98,59.88,11,Tuesday,True
2025-07-20 03:00:00,Heater,5,Laundry Room,10.05,60.3,10,Sunday,True
2025-06-16 05:00:00,Oven,1,Dining Room,2.35,14.1,227,Monday,False
2025-04-25 12:00:00,Oven,2,Bathroom,4.2,25.2,140,Friday,False
2025-05-14 20:00:00,Heater,3,Kitchen,6.18,37.08,19,Wednesday,True
2025-06-01 19:00:00,TV,1,Laundry Room,0.62,3.72,23,Sunday,False
2025-04-28 07:00:00,Fan,6,Laundry Room,1.0,6.0,32,Monday,False
2025-05-20 02:00:00,Oven,1,Living Room,2.34,14.04,148,Tuesday,False
2025-04-21 02:00:00,AC,4,Bathroom,12.3,73.8,36,Monday,True
2025-06-13 09:00:00,Fan,6,Laundry Room,0.69,4.14,23,Friday,False
